ID,NAME,BOT_ID,MISSION_ID,ORDER,CREATIVE_NAME,learn_data,Story,LEARN_MECHANISM (LLM type),Activity_Category,STATUS,Level_bot_id,ICON,estimate time,,
190326_13.2,Khám phá trường học cùng Henry (phần 2),1215,117.271,251.14,Khám phá trường học cùng Henry (phần 2),"{
  ""words"": [
    { ""word"": ""school canteen"", ""translation"": ""căn tin trường"" },
    { ""word"": ""gym"", ""translation"": ""phòng gym"" },
    { ""word"": ""music room"", ""translation"": ""phòng âm nhạc"" }
  ]
}",Cùng tìm hiểu về sở thích của các bạn nhỏ,WORK_FLOW,Nạp cụm,ACTIVE,"{
  ""default"": {
    ""EN"": 1215
  }
}",,,,
190326_13.3,Tình huống bất ngờ,1381,117.271,251.141,Tình huống bất ngờ,"{
  ""words"": []
 }",Cùng tìm hiểu về sở thích của các bạn nhỏ,AGENT,Thực hành giao tiếp,ACTIVE,"{
  ""default"": {
    ""EN"": 1381
  }
}",,,,
190326_14,Lựa chọn đúng – Trúng phần quà,1216,117.271,251.15,Lựa chọn đúng – Trúng phần quà,"{
  ""words"": [
    { ""word"": ""classroom"", ""translation"": ""lớp học"" },
    { ""word"": ""school canteen"", ""translation"": ""căn tin trường"" },
    { ""word"": ""music room"", ""translation"": ""phòng âm nhạc"" },
    { ""word"": ""library"", ""translation"": ""thư viện"" },
    { ""word"": ""playground"", ""translation"": ""sân chơi"" },
    { ""word"": ""gym"", ""translation"": ""phòng gym"" }
  ]
}",Đánh thức những chú rồng con đáng yêu bằng khả năng ghi nhớ và phát âm,WORK_FLOW,Luyện tập cụm từ,ACTIVE,"{
  ""default"": {
    ""EN"": 1216
  }
}",,,,
190326_15,Phù thuỷ chế thuốc,1213,117.272,251.16,Phù thuỷ chế thuốc,"{
  ""words"": [
    { ""word"": ""library"", ""translation"": ""thư viện"" },
    { ""word"": ""classroom"", ""translation"": ""lớp học"" },
    { ""word"": ""school canteen"", ""translation"": ""căn tin trường"" },
    { ""word"": ""music room"", ""translation"": ""phòng âm nhạc"" },
    { ""word"": ""gym"", ""translation"": ""phòng gym"" },
    { ""word"": ""playground"", ""translation"": ""sân chơi"" }
  ]
}",Cùng đưa chiếc máy bay giấy của cậu đáp đúng vị trí,WORK_FLOW,Khởi động,ACTIVE,"{
  ""default"": {
    ""EN"": 1213
  }
}",,,,
190326_16,Khám phá trường học cùng Henry (phần 3),1231,117.272,251.17,Khám phá trường học cùng Henry (phần 3),"{
  ""words"": [
    { ""word"": ""I"", ""translation"": ""tôi"" },
    { ""word"": ""am"", ""translation"": ""đang"" },
    { ""word"": ""going"", ""translation"": ""đi"" },
    { ""word"": ""to"", ""translation"": ""đến"" },
    { ""word"": ""the"", ""translation"": ""cái"" },
    { ""word"": ""library"", ""translation"": ""thư viện"" },
    { ""word"": ""classroom"", ""translation"": ""lớp học"" },
    { ""word"": ""school"", ""translation"": ""trường học"" },
    { ""word"": ""canteen"", ""translation"": ""căn tin"" },
    { ""word"": ""Where"", ""translation"": ""ở đâu"" },
    { ""word"": ""are"", ""translation"": ""là"" },
    { ""word"": ""you"", ""translation"": ""bạn"" },
    { ""word"": ""She"", ""translation"": ""cô ấy"" },
    { ""word"": ""is"", ""translation"": ""là"" }
  ]
}",Cùng tìm hiểu về sở thích của các bạn nhỏ,WORK_FLOW,Tạo câu đơn,ACTIVE,"{
  ""default"": {
    ""EN"": 1231
  }
}",,,,
190326_17,Nhiệm vụ trường học (phần 1),1389,117.272,251.18,Nhiệm vụ trường học (phần 1),"{
  ""words"": []
 }",Cùng Jenny khám phá một buổi hội chợ sở thích ở trường bạn ấy,AGENT,Thực hành giao tiếp,ACTIVE,"{
  ""default"": {
    ""EN"": 1389
  }
}",,,,
190326_18,Thử tài câu cá,1238,117.273,251.19,Thử tài câu cá,"{
  ""words"": []
 }",Độc lạ Popa: Dùng khả năng tiếng Anh thần sầu để xua đuổi bầy sâu bọ đang quay trở lại và trả lời bình yên cho khu vườn. ,WORK_FLOW,Khởi động,ACTIVE,"{
  ""default"": {
    ""EN"": 1238
  }
}",,,,
190326_19,Nhiệm vụ trường học (phần 2),1390,117.273,251.2,Nhiệm vụ trường học (phần 2),"{
  ""words"": []
 }",Để Pika kể cậu nghe về món quà bất ngờ mà Kenbi dành tặng mẹ nhân dịp sinh nhật,AGENT,Thực hành giao tiếp,ACTIVE,"{
  ""default"": {
    ""EN"": 1390
  }
}",,,,
190326_20,Game - Vòng quay may mắn,1232,117.274,251.21,Game - Vòng quay may mắn,"{
  ""words"": [
    { ""word"": ""I"", ""translation"": ""tôi"" },
    { ""word"": ""am"", ""translation"": ""đang"" },
    { ""word"": ""going"", ""translation"": ""đi"" },
    { ""word"": ""to"", ""translation"": ""đến"" },
    { ""word"": ""the"", ""translation"": ""cái"" },
    { ""word"": ""library"", ""translation"": ""thư viện"" },
    { ""word"": ""classroom"", ""translation"": ""lớp học"" },
    { ""word"": ""school"", ""translation"": ""trường học"" },
    { ""word"": ""canteen"", ""translation"": ""căn tin"" },
    { ""word"": ""gym"", ""translation"": ""phòng gym"" },
    { ""word"": ""playground"", ""translation"": ""sân chơi"" },
    { ""word"": ""music"", ""translation"": ""âm nhạc"" },
    { ""word"": ""room"", ""translation"": ""phòng"" }
  ]
}",Trả lời đúng - trúng phần quà,WORK_FLOW,Khởi động,ACTIVE,"{
  ""default"": {
    ""EN"": 1232
  }
}",,,,
190326_21,Kiện hàng bí mật,1395,117.274,251.22,Kiện hàng bí mật,"{
  ""words"": []
 }",Cùng tìm hiểu về sở thích của các bạn nhỏ,AGENT,Tạo bài nói,ACTIVE,"{
  ""default"": {
    ""EN"": 1395
  }
}",,,,
190326_22,Nhiệm vụ Vlogger - Nói về trường học,1240,117.274,251.23,Nhiệm vụ Vlogger - Nói về trường học,"{
  ""words"": []
 }",Cùng quay video chia sẻ về sở thích của cậu với các bạn nhỏ ở hành tinh Popa,WORK_FLOW,Dự án cá nhân,ACTIVE_NOT_DISPLAY,"{
  ""default"": {
    ""EN"": 1240
  }
}",,,,
190326_23,Nhắc nhở nhiệm vụ,1288,117.275,251.24,Nhắc nhở nhiệm vụ,"{
  ""words"": []
 }","Cậu ơi, đừng quên thử thách vlogger tuần này nhé",WORK_FLOW,Nhắc nhẹ,ACTIVE_NOT_DISPLAY,"{
  ""default"": {
    ""EN"": 1288
  }
}",,,,
190326_24,Trường học của tớ,1538,117.276,251.25,Trường học của tớ,"{
  ""words"": []
 }",Tuần vừa qua của cậu thế nào?,WORK_FLOW,Hát cùng Pika,ACTIVE,"{
  ""default"": {
    ""EN"": 1538
  }
}",,,,
190326_25.1,Đi chơi cùng nhà Justin (phần 1),1274,117.277,131.26,Đi chơi cùng nhà Justin (phần 1),"{
  ""words"": []
 }",Cùng tìm hiểu về sở thích của các bạn nhỏ,WORK_FLOW,Nạp cụm,ACTIVE,"{
  ""default"": {
    ""EN"": 1274
  }
}",,,,
190326_25.2,Đi chơi cùng nhà Justin (phần 2),1275,117.277,131.27,Đi chơi cùng nhà Justin (phần 2),"{
  ""words"": []
 }",Cùng tìm hiểu về sở thích của các bạn nhỏ,WORK_FLOW,Nạp cụm,ACTIVE,"{
  ""default"": {
    ""EN"": 1275
  }
}",,,,
190326_25.3,Tình huống bất ngờ,1398,117.277,131.271,Tình huống bất ngờ,"{
  ""words"": []
 }",Cùng tìm hiểu về sở thích của các bạn nhỏ,AGENT,Thực hành giao tiếp,ACTIVE,"{
  ""default"": {
    ""EN"": 1398
  }
}",,,,
190326_26,Thử thách đoán từ – Hoạt động gia đình,1284,117.277,131.28,Lựa chọn đúng – Trúng phần quà,"{
  ""words"": []
 }",Đánh thức những chú rồng con đáng yêu bằng khả năng ghi nhớ và phát âm,WORK_FLOW,Luyện tập cụm từ,ACTIVE,"{
  ""default"": {
    ""EN"": 1284
  }
}",,,,
190326_27,Phù thuỷ chế thuốc,1280,117.278,131.29,Phù thuỷ chế thuốc,"{
  ""words"": []
 }",Cùng đưa chiếc máy bay giấy của cậu đáp đúng vị trí,WORK_FLOW,Khởi động,ACTIVE,"{
  ""default"": {
    ""EN"": 1280
  }
}",,,,
190326_28,Đi chơi cùng nhà Justin (phần 3),1311,117.278,131.3,Đi chơi cùng nhà Justin (phần 3),"{
  ""words"": [
    { ""word"": ""We"", ""translation"": ""chúng tôi"" },
    { ""word"": ""together"", ""translation"": ""cùng nhau"" },
    { ""word"": ""read"", ""translation"": ""đọc"" },
    { ""word"": ""books"", ""translation"": ""sách"" },
    { ""word"": ""play"", ""translation"": ""chơi"" },
    { ""word"": ""games"", ""translation"": ""trò chơi"" },
    { ""word"": ""What"", ""translation"": ""cái gì"" },
    { ""word"": ""do"", ""translation"": ""làm"" },
    { ""word"": ""you"", ""translation"": ""bạn"" },
    { ""word"": ""with"", ""translation"": ""với"" },
    { ""word"": ""your"", ""translation"": ""của bạn"" },
    { ""word"": ""family"", ""translation"": ""gia đình"" },
    { ""word"": ""He"", ""translation"": ""anh ấy"" },
    { ""word"": ""goes"", ""translation"": ""đi"" },
    { ""word"": ""to"", ""translation"": ""đến"" },
    { ""word"": ""park"", ""translation"": ""công viên"" },
    { ""word"": ""his"", ""translation"": ""của anh ấy"" }
  ]
}",Cùng tìm hiểu về sở thích của các bạn nhỏ,WORK_FLOW,Tạo câu đơn,ACTIVE,"{
  ""default"": {
    ""EN"": 1311
  }
}",,,,
190326_29,Nhiệm vụ hoạt động gia đình (phần 1),1593,117.278,131.31,Nhiệm vụ hoạt động gia đình (phần 1),"{
  ""words"": []
 }",Pika muốn trò chuyện một chút với cậu về chủ đề này,AGENT,Thực hành giao tiếp,ACTIVE,"{
  ""default"": {
    ""EN"": 1593
  }
}",,,,
190326_30,Thử tài câu cá,1297,117.279,131.32,Thử tài câu cá,"{
  ""words"": [
    { ""word"": ""We"", ""translation"": ""chúng ta"" },
    { ""word"": ""read"", ""translation"": ""đọc"" },
    { ""word"": ""books"", ""translation"": ""sách"" },
    { ""word"": ""together"", ""translation"": ""cùng nhau"" },
    { ""word"": ""play"", ""translation"": ""chơi"" },
    { ""word"": ""games"", ""translation"": ""trò chơi"" },
    { ""word"": ""watch"", ""translation"": ""xem"" },
    { ""word"": ""TV"", ""translation"": ""TV"" },
    { ""word"": ""fly"", ""translation"": ""thả"" },
    { ""word"": ""kites"", ""translation"": ""diều"" },
    { ""word"": ""have"", ""translation"": ""ăn"" },
    { ""word"": ""breakfast"", ""translation"": ""bữa sáng"" },
    { ""word"": ""go"", ""translation"": ""đi"" },
    { ""word"": ""to"", ""translation"": ""đến"" },
    { ""word"": ""park"", ""translation"": ""công viên"" }
  ]
}",Độc lạ Popa: Dùng khả năng tiếng Anh thần sầu để xua đuổi bầy sâu bọ đang quay trở lại và trả lời bình yên cho khu vườn. ,WORK_FLOW,Khởi động,ACTIVE,"{
  ""default"": {
    ""EN"": 1297
  }
}",,,,
190326_31,Nhiệm vụ hoạt động gia đình (phần 2),1594,117.279,131.33,Nhiệm vụ hoạt động gia đình (phần 2),"{
  ""words"": []
 }",Pika muốn trò chuyện một chút với cậu về chủ đề này,AGENT,Thực hành giao tiếp,ACTIVE,"{
  ""default"": {
    ""EN"": 1594
  }
}",,,,
190326_32,Vòng quay may mắn,1305,117.28,131.34,Vòng quay may mắn,"{
  ""words"": [
    { ""word"": ""We"", ""translation"": ""chúng tôi"" },
    { ""word"": ""watch"", ""translation"": ""xem"" },
    { ""word"": ""TV"", ""translation"": ""TV"" },
    { ""word"": ""together"", ""translation"": ""cùng nhau"" },
    { ""word"": ""have"", ""translation"": ""ăn"" },
    { ""word"": ""breakfast"", ""translation"": ""bữa sáng"" },
    { ""word"": ""play"", ""translation"": ""chơi"" },
    { ""word"": ""games"", ""translation"": ""trò chơi"" },
    { ""word"": ""fly"", ""translation"": ""thả"" },
    { ""word"": ""kites"", ""translation"": ""diều"" },
    { ""word"": ""He"", ""translation"": ""anh ấy"" },
    { ""word"": ""goes"", ""translation"": ""đi"" },
    { ""word"": ""to"", ""translation"": ""đến"" },
    { ""word"": ""park"", ""translation"": ""công viên"" },
    { ""word"": ""with"", ""translation"": ""với"" },
    { ""word"": ""his"", ""translation"": ""của anh ấy"" },
    { ""word"": ""family"", ""translation"": ""gia đình"" },
    { ""word"": ""read"", ""translation"": ""đọc"" },
    { ""word"": ""books"", ""translation"": ""sách"" },
    { ""word"": ""She"", ""translation"": ""cô ấy"" },
    { ""word"": ""reads"", ""translation"": ""đọc"" },
    { ""word"": ""her"", ""translation"": ""của cô ấy"" }
  ]
}",Trả lời đúng - trúng phần quà,WORK_FLOW,Khởi động,ACTIVE,"{
  ""default"": {
    ""EN"": 1305
  }
}",,,,
190326_33,Bóc túi mù cùng Pika,-1,117.28,131.35,Bóc túi mù cùng Pika,"{
  ""words"": []
 }",Cùng tìm hiểu về sở thích của các bạn nhỏ,AGENT,Tạo bài nói,UP_COMING,"{
  ""default"": {
    ""EN"": 1012
  }
}",,,,
190326_34,Nhiệm vụ Vlogger - Nói về hoạt động gia đình,1283,117.28,131.36,Nhiệm vụ Vlogger - Nói về hoạt động gia đình,"{
  ""words"": []
 }",Cùng quay video chia sẻ về sở thích của cậu với các bạn nhỏ ở hành tinh Popa,WORK_FLOW,Dự án cá nhân,ACTIVE_NOT_DISPLAY,"{
  ""default"": {
    ""EN"": 1283
  }
}",,,,
190326_35,Nhắc nhở nhiệm vụ,1289,117.281,131.37,Nhắc nhở nhiệm vụ,"{
  ""words"": []
 }","Cậu ơi, đừng quên thử thách vlogger tuần này nhé",WORK_FLOW,Nhắc nhẹ,ACTIVE_NOT_DISPLAY,"{
  ""default"": {
    ""EN"": 1289
  }
}",,,,
190326_36,Gia đình yêu thương,1539,117.282,131.38,Gia đình yêu thương,"{
  ""words"": []
 }",Tuần vừa qua của cậu thế nào?,WORK_FLOW,Hát cùng Pika,ACTIVE,"{
  ""default"": {
    ""EN"": 1539
  }
}",,,,
190326_38.1,Chuẩn bị đi chơi cùng Ken Bi và Kim (phần 1),1276,117.283,131.39,Chuẩn bị đi chơi cùng Ken Bi và Kim (phần 1),"{
  ""words"": []
 }",Cùng tìm hiểu về sở thích của các bạn nhỏ,WORK_FLOW,Nạp cụm,ACTIVE,"{
  ""default"": {
    ""EN"": 1276
  }
}",,,,
190326_38.2,Chuẩn bị đi chơi cùng Ken Bi và Kim (phần 2),1277,117.283,131.4,Chuẩn bị đi chơi cùng Ken Bi và Kim (phần 2),"{
  ""words"": []
 }",Cùng tìm hiểu về sở thích của các bạn nhỏ,WORK_FLOW,Nạp cụm,ACTIVE,"{
  ""default"": {
    ""EN"": 1277
  }
}",,,,
190326_38.3,Tình huống bất ngờ,1382,117.283,131.401,Tình huống bất ngờ,"{
  ""words"": []
 }",Cùng tìm hiểu về sở thích của các bạn nhỏ,AGENT,Thực hành giao tiếp,ACTIVE,"{
  ""default"": {
    ""EN"": 1382
  }
}",,,,
190326_39,Thử thách đoán từ – Trang phục phụ kiện,1286,117.283,131.41,Thử thách đoán từ – Trang phục phụ kiện,"{
  ""words"": []
 }",Đánh thức những chú rồng con đáng yêu bằng khả năng ghi nhớ và phát âm,WORK_FLOW,Luyện tập cụm từ,ACTIVE,"{
  ""default"": {
    ""EN"": 1286
  }
}",,,,
190326_40,Phù thuỷ chế thuốc,1281,117.284,131.42,Phù thuỷ chế thuốc,"{
  ""words"": []
 }",Cùng đưa chiếc máy bay giấy của cậu đáp đúng vị trí,WORK_FLOW,Khởi động,ACTIVE,"{
  ""default"": {
    ""EN"": 1281
  }
}",,,,
190326_41,Chuẩn bị đi chơi cùng Ken Bi và Kim (phần 3),1303,117.284,131.43,Chuẩn bị đi chơi cùng Ken Bi và Kim (phần 3),"{
  ""words"": [
    { ""word"": ""wearing"", ""translation"": ""mặc"" },
    { ""word"": ""bracelet"", ""translation"": ""vòng tay"" },
    { ""word"": ""suit"", ""translation"": ""bộ vest"" },
    { ""word"": ""sunglasses"", ""translation"": ""kính râm"" },
    { ""word"": ""What"", ""translation"": ""cái gì"" },
    { ""word"": ""are"", ""translation"": ""là"" },
    { ""word"": ""you"", ""translation"": ""bạn"" },
    { ""word"": ""He"", ""translation"": ""anh ấy"" },
    { ""word"": ""is"", ""translation"": ""là"" }
  ]
}",Cùng tìm hiểu về sở thích của các bạn nhỏ,WORK_FLOW,Tạo câu đơn,ACTIVE,"{
  ""default"": {
    ""EN"": 1303
  }
}",,,,
190326_42,Nhiệm vụ trang phục (phần 1),1608,117.284,131.44,Nhiệm vụ trang phục (phần 1),"{
  ""words"": []
 }",Nhiệm vụ giao tiếp,AGENT,Thực hành giao tiếp,ACTIVE,"{
  ""default"": {
    ""EN"": 1608
  }
}",,,,
190326_43,Thử tài câu cá,1298,117.285,131.45,Thử tài câu cá,"{
  ""words"": [
    { ""word"": ""suit"", ""translation"": ""bộ vest"" },
    { ""word"": ""bracelet"", ""translation"": ""vòng tay"" },
    { ""word"": ""I"", ""translation"": ""tôi"" },
    { ""word"": ""wearing"", ""translation"": ""mặc"" },
    { ""word"": ""sunglasses"", ""translation"": ""kính râm"" },
    { ""word"": ""backpack"", ""translation"": ""ba lô"" },
    { ""word"": ""sandals"", ""translation"": ""dép"" },
    { ""word"": ""sneakers"", ""translation"": ""giày thể thao"" }
  ]
}",Độc lạ Popa: Dùng khả năng tiếng Anh thần sầu để xua đuổi bầy sâu bọ đang quay trở lại và trả lời bình yên cho khu vườn. ,WORK_FLOW,Khởi động,ACTIVE,"{
  ""default"": {
    ""EN"": 1298
  }
}",,,,
190326_44,Nhiệm vụ trang phục (phần 2),1597,117.285,131.46,Nhiệm vụ trang phục (phần 2),"{
  ""words"": []
 }",Pika muốn trò chuyện một chút với cậu về chủ đề này,AGENT,Thực hành giao tiếp,ACTIVE,"{
  ""default"": {
    ""EN"": 1597
  }
}",,,,
190326_45,Vòng quay may mắn,1306,117.286,131.47,Vòng quay may mắn,"{
  ""words"": [
    { ""word"": ""I"", ""translation"": ""tôi"" },
    { ""word"": ""wearing"", ""translation"": ""mặc"" },
    { ""word"": ""backpack"", ""translation"": ""ba lô"" },
    { ""word"": ""sandals"", ""translation"": ""dép"" },
    { ""word"": ""suit"", ""translation"": ""bộ vest"" },
    { ""word"": ""sunglasses"", ""translation"": ""kính râm"" },
    { ""word"": ""He"", ""translation"": ""anh ấy"" },
    { ""word"": ""sneakers"", ""translation"": ""giày thể thao"" },
    { ""word"": ""She"", ""translation"": ""cô ấy"" }
  ]
}",Trả lời đúng - trúng phần quà,WORK_FLOW,Khởi động,ACTIVE,"{
  ""default"": {
    ""EN"": 1306
  }
}",,,,
190326_46,Kiện hàng bí mật,-1,117.286,131.48,Kiện hàng bí mật,"{
  ""words"": []
 }",Cùng tìm hiểu về sở thích của các bạn nhỏ,AGENT,Tạo bài nói,UP_COMING,"{
  ""default"": {
    ""EN"": 1012
  }
}",,,,
190326_47,Nhiệm vụ Vlogger - Nói về quần áo,1292,117.286,131.49,Nhiệm vụ Vlogger - Nói về quần áo,"{
  ""words"": []
 }",Cùng quay video chia sẻ về sở thích của cậu với các bạn nhỏ ở hành tinh Popa,WORK_FLOW,Dự án cá nhân,ACTIVE_NOT_DISPLAY,"{
  ""default"": {
    ""EN"": 1292
  }
}",,,,
190326_48,Nhắc nhở nhiệm vụ,1290,117.287,131.5,Nhắc nhở nhiệm vụ,"{
  ""words"": []
 }","Cậu ơi, đừng quên thử thách vlogger tuần này nhé",WORK_FLOW,Nhắc nhẹ,ACTIVE_NOT_DISPLAY,"{
  ""default"": {
    ""EN"": 1290
  }
}",,,,
190326_49,Cùng mặc đồ xinh,1540,117.288,131.51,Cùng mặc đồ xinh,"{
  ""words"": []
 }",Tuần vừa qua của cậu thế nào?,WORK_FLOW,Hát cùng Pika,ACTIVE,"{
  ""default"": {
    ""EN"": 1540
  }
}",,,,
190326_51.1,Nghề nghiệp tương lai,1278,117.289,131.52,Nghề nghiệp tương lai,"{
  ""words"": []
 }",Cùng tìm hiểu về sở thích của các bạn nhỏ,WORK_FLOW,Nạp cụm,ACTIVE,"{
  ""default"": {
    ""EN"": 1278
  }
}",,,,
190326_51.2,Bố mẹ cậu làm nghề gì?,1279,117.289,131.53,Bố mẹ cậu làm nghề gì?,"{
  ""words"": []
 }",Cùng tìm hiểu về sở thích của các bạn nhỏ,WORK_FLOW,Nạp cụm,ACTIVE,"{
  ""default"": {
    ""EN"": 1279
  }
}",,,,
190326_53,Thử thách đoán từ – Nghề nghiệp,1285,117.289,131.54,Thử thách đoán từ – Nghề nghiệp,"{
  ""words"": []
 }",Đánh thức những chú rồng con đáng yêu bằng khả năng ghi nhớ và phát âm,WORK_FLOW,Luyện tập cụm từ,ACTIVE,"{
  ""default"": {
    ""EN"": 1285
  }
}",,,,
190326_54,Phù thuỷ chế thuốc,1282,117.29,131.55,Phù thuỷ chế thuốc,"{
  ""words"": []
 }",Cùng đưa chiếc máy bay giấy của cậu đáp đúng vị trí,WORK_FLOW,Khởi động,ACTIVE,"{
  ""default"": {
    ""EN"": 1282
  }
}",,,,
190326_55,Phỏng vấn nghề nghiệp,1304,117.29,131.56,Phỏng vấn nghề nghiệp,"{
  ""words"": [
    { ""word"": ""I"", ""translation"": ""tôi"" },
    { ""word"": ""am"", ""translation"": ""là"" },
    { ""word"": ""teacher"", ""translation"": ""giáo viên"" },
    { ""word"": ""doctor"", ""translation"": ""bác sĩ"" },
    { ""word"": ""What"", ""translation"": ""cái gì"" },
    { ""word"": ""do"", ""translation"": ""làm"" },
    { ""word"": ""you"", ""translation"": ""bạn"" },
    { ""word"": ""She"", ""translation"": ""cô ấy"" },
    { ""word"": ""is"", ""translation"": ""là"" },
    { ""word"": ""writer"", ""translation"": ""nhà văn"" }
  ]
}",Cùng tìm hiểu về sở thích của các bạn nhỏ,WORK_FLOW,Tạo câu đơn,ACTIVE,"{
  ""default"": {
    ""EN"": 1304
  }
}",,,,
190326_56,Nhiệm vụ đoán nghề nghiệp (phần 1),1595,117.29,131.57,Nhiệm vụ đoán nghề nghiệp (phần 1),"{
  ""words"": []
 }",Pika muốn trò chuyện một chút với cậu về chủ đề này,AGENT,Thực hành giao tiếp,ACTIVE,"{
  ""default"": {
    ""EN"": 1595
  }
}",,,,
190326_57,Thử tài câu cá,1299,117.291,131.58,Thử tài câu cá,"{
  ""words"": [
    { ""word"": ""teacher"", ""translation"": ""giáo viên"" },
    { ""word"": ""doctor"", ""translation"": ""bác sĩ"" },
    { ""word"": ""baker"", ""translation"": ""thợ làm bánh"" },
    { ""word"": ""firefighter"", ""translation"": ""lính cứu hỏa"" },
    { ""word"": ""police officer"", ""translation"": ""cảnh sát"" },
    { ""word"": ""writer"", ""translation"": ""nhà văn"" }
  ]
}",Độc lạ Popa: Dùng khả năng tiếng Anh thần sầu để xua đuổi bầy sâu bọ đang quay trở lại và trả lời bình yên cho khu vườn. ,WORK_FLOW,Khởi động,ACTIVE,"{
  ""default"": {
    ""EN"": 1299
  }
}",,,,
190326_58,Nhiệm vụ đoán nghề nghiệp (phần 2),1596,117.291,131.59,Nhiệm vụ đoán nghề nghiệp (phần 2),"{
  ""words"": []
 }",Pika muốn trò chuyện một chút với cậu về chủ đề này,AGENT,Thực hành giao tiếp,ACTIVE,"{
  ""default"": {
    ""EN"": 1596
  }
}",,,,
190326_59,Game - Vòng quay may mắn,1300,117.292,131.6,Game - Vòng quay may mắn,"{
  ""words"": [
    { ""word"": ""He"", ""translation"": ""anh ấy"" },
    { ""word"": ""is"", ""translation"": ""là"" },
    { ""word"": ""firefighter"", ""translation"": ""lính cứu hỏa"" },
    { ""word"": ""she"", ""translation"": ""cô ấy"" },
    { ""word"": ""police officer"", ""translation"": ""cảnh sát"" },
    { ""word"": ""doctor"", ""translation"": ""bác sĩ"" },
    { ""word"": ""baker"", ""translation"": ""thợ làm bánh"" }
  ]
}",Trả lời đúng - trúng phần quà,WORK_FLOW,Khởi động,ACTIVE,"{
  ""default"": {
    ""EN"": 1300
  }
}",,,,
190326_60,Bóc túi mù cùng Pika,-1,117.292,131.61,Bóc túi mù cùng Pika,"{
  ""words"": []
 }",Cùng tìm hiểu về sở thích của các bạn nhỏ,AGENT,Tạo bài nói,UP_COMING,"{
  ""default"": {
    ""EN"": 1012
  }
}",,,,
190326_61,Nhiệm vụ Vlogger - Nói về nghề nghiệp,1293,117.292,131.62,Nhiệm vụ Vlogger - Nói về nghề nghiệp,"{
  ""words"": []
 }",Cùng quay video chia sẻ về sở thích của cậu với các bạn nhỏ ở hành tinh Popa,WORK_FLOW,Dự án cá nhân,ACTIVE_NOT_DISPLAY,"{
  ""default"": {
    ""EN"": 1293
  }
}",,,,
190326_62,Nhắc nhở nhiệm vụ,1291,117.293,131.63,Nhắc nhở nhiệm vụ,"{
  ""words"": []
 }","Cậu ơi, đừng quên thử thách vlogger tuần này nhé",WORK_FLOW,Nhắc nhẹ,ACTIVE_NOT_DISPLAY,"{
  ""default"": {
    ""EN"": 1291
  }
}",,,,
190326_63,Ước mơ của tớ,1541,117.294,131.64,Ước mơ của tớ,"{
  ""words"": []
 }",Tuần vừa qua của cậu thế nào?,WORK_FLOW,Hát cùng Pika,ACTIVE,"{
  ""default"": {
    ""EN"": 1541
  }
}",,,,
190326_63.1,Đi chơi công viên cùng Kim và Jenny (phần 1),1347,117.295,131.65,Đi chơi công viên cùng Kim và Jenny (phần 1),"{
  ""words"": [
    { ""word"": ""litter"", ""translation"": ""xả rác"" },
    { ""word"": ""walk"", ""translation"": ""đi bộ"" },
    { ""word"": ""on"", ""translation"": ""trên"" },
    { ""word"": ""grass"", ""translation"": ""cỏ"" },
    { ""word"": ""swim"", ""translation"": ""bơi"" },
    { ""word"": ""in"", ""translation"": ""trong"" },
    { ""word"": ""pond"", ""translation"": ""ao"" }
  ]
}",Cùng tìm hiểu về sở thích của các bạn nhỏ,WORK_FLOW,Nạp cụm,ACTIVE,"{
  ""default"": {
    ""EN"": 1347
  }
}",,,,
190326_63.2,Đi chơi công viên cùng Kim và Jenny (phần 2),1348,117.295,131.66,Đi chơi công viên cùng Kim và Jenny (phần 2),"{
  ""words"": [
    { ""word"": ""play"", ""translation"": ""chơi"" },
    { ""word"": ""loud"", ""translation"": ""to"" },
    { ""word"": ""music"", ""translation"": ""nhạc"" },
    { ""word"": ""pick"", ""translation"": ""hái"" },
    { ""word"": ""flowers"", ""translation"": ""hoa"" },
    { ""word"": ""climb"", ""translation"": ""leo"" },
    { ""word"": ""trees"", ""translation"": ""cây"" }
  ]
}",Cùng tìm hiểu về sở thích của các bạn nhỏ,WORK_FLOW,Nạp cụm,ACTIVE,"{
  ""default"": {
    ""EN"": 1348
  }
}",,,,
190326_64,Thử thách đoán từ – Luật lệ công viên,1340,117.295,131.67,Thử thách đoán từ – Luật lệ công viên,"{
  ""words"": [
    { ""word"": ""walk"", ""translation"": ""đi bộ"" },
    { ""word"": ""on"", ""translation"": ""trên"" },
    { ""word"": ""grass"", ""translation"": ""cỏ"" },
    { ""word"": ""play"", ""translation"": ""chơi"" },
    { ""word"": ""loud"", ""translation"": ""to"" },
    { ""word"": ""music"", ""translation"": ""nhạc"" },
    { ""word"": ""pick"", ""translation"": ""hái"" },
    { ""word"": ""flowers"", ""translation"": ""hoa"" },
    { ""word"": ""climb"", ""translation"": ""leo"" },
    { ""word"": ""trees"", ""translation"": ""cây"" }
  ]
}",Đánh thức những chú rồng con đáng yêu bằng khả năng ghi nhớ và phát âm,WORK_FLOW,Luyện tập cụm từ,ACTIVE,"{
  ""default"": {
    ""EN"": 1340
  }
}",,,,
